Sales,prev_sales,Store_sales_rating,store_visiblity,Road_connectivity,Prime_location,Seating_area,sqft_area,yr_establishment,Cus_rating,Type1,times,Type2,times,Type3,times,Type4,times,Type5,times,Comp_Score,Product_type,product_placement,Product_size,product_visiblity
382000,374360,2,0.289,1,0,0,1450,1974,3,-10,1,-8,0,-6,2,-4,3,-2,9,-0.173333333,6,2,4,0.135
382000,328520,2,0.246,2,0,0,1950,2014,1,-10,7,-8,10,-6,10,-4,10,-2,2,-0.846666667,9,1,2,0.185
382000,320880,2,0.201,2,0,0,1550,2009,5,-10,4,-8,10,-6,4,-4,1,-2,9,-0.553333333,2,3,6,0.145
382450,351854,2,0.235,2,0,0,2320,1998,4,-10,2,-8,3,-6,4,-4,2,-2,9,-0.313333333,9,8,5,0.222
382500,325125,2,0.21,1,0,0,1290,1981,1,-10,1,-8,9,-6,5,-4,3,-2,7,-0.46,6,5,7,0.119
382500,351900,3,0.363,1,0,0,1140,1967,4,-10,10,-8,1,-6,4,-4,8,-2,6,-0.586666667,3,7,5,0.104
382500,328950,2,0.212,2,0,0,3080,2003,1,-10,5,-8,0,-6,7,-4,7,-2,6,-0.44,1,2,4,0.298
382500,355725,2,0.237,1,0,0,1660,1967,4,-10,2,-8,7,-6,0,-4,7,-2,3,-0.366666667,4,9,5,0.156
382500,348075,2,0.216,2,0,0,2310,1993,3,-10,1,-8,0,-6,7,-4,7,-2,8,-0.32,10,3,8,0.221
382500,348075,3,0.387,1,0,0,1250,1952,6,-10,9,-8,1,-6,3,-4,7,-2,9,-0.54,9,1,8,0.115
382500,355725,2,0.258,1,0,0,1190,1987,6,-10,7,-8,6,-6,3,-4,3,-2,4,-0.52,2,10,8,0.109
382500,355725,3,0.372,1,0,0,1860,2014,4,-10,10,-8,4,-6,0,-4,10,-2,5,-0.606666667,10,9,2,0.176
382880,333105.6,2,0.255,1,0,0,1720,1968,2,-10,9,-8,1,-6,10,-4,7,-2,8,-0.673333333,4,1,9,0.162
382890,336943.2,2,0.235,1,0,0,720,1970,3,-10,4,-8,9,-6,0,-4,2,-2,5,-0.433333333,7,9,9,0.062
383000,314060,3,0.368,2,0,0,2740,2004,1,-10,7,-8,10,-6,1,-4,6,-2,9,-0.66,6,10,6,0.264
383000,337040,2,0.258,1,0,0,1250,1957,2,-10,0,-8,8,-6,6,-4,2,-2,5,-0.393333333,4,1,5,0.115
383000,344700,3,0.37,2,0,0,1820,1993,1,-10,3,-8,3,-6,4,-4,8,-2,8,-0.42,9,10,3,0.172
383000,352360,3,0.363,1,0,0,1300,2012,3,-10,8,-8,1,-6,8,-4,0,-2,7,-0.5,6,3,4,0.12
383000,363850,2,0.255,1,0,0,1280,1963,3,-10,2,-8,5,-6,6,-4,5,-2,5,-0.42,5,9,4,0.118
383000,375340,2,0.215,2,0,0,2470,1966,2,-10,9,-8,5,-6,1,-4,4,-2,1,-0.513333333,3,8,7,0.237
383000,310230,2,0.228,1,0,2,1390,1958,1,-10,5,-8,8,-6,7,-4,6,-2,7,-0.646666667,9,1,6,0.129
383000,317890,2,0.214,1,0,0,1510,1967,4,-10,10,-8,3,-6,8,-4,0,-2,8,-0.626666667,6,5,4,0.141
383000,367680,3,0.386,1,0,0,2190,1961,3,-10,3,-8,10,-6,6,-4,8,-2,8,-0.646666667,4,5,4,0.209
383000,325550,3,0.344,1,0,0,1160,1966,3,-10,5,-8,9,-6,6,-4,8,-2,10,-0.7,1,9,8,0.106
383000,375340,3,0.359,1,0,0,1300,1962,4,-10,9,-8,1,-6,9,-4,8,-2,3,-0.633333333,1,9,1,0.12
383000,333210,3,0.338,1,0,0,1240,1951,3,-10,10,-8,4,-6,4,-4,3,-2,1,-0.566666667,7,7,2,0.114
383000,367680,2,0.284,1,0,0,1160,1962,1,-10,1,-8,9,-6,5,-4,3,-2,7,-0.46,5,1,5,0.106
383000,321720,3,0.355,1,0,0,1440,1967,5,-10,2,-8,8,-6,10,-4,4,-2,0,-0.533333333,7,10,4,0.134
383000,344700,3,0.332,2,0,0,1500,1980,4,-10,3,-8,6,-6,8,-4,2,-2,7,-0.493333333,9,5,9,0.14
383000,310230,2,0.25,1,0,0,1600,1977,3,-10,6,-8,6,-6,9,-4,0,-2,2,-0.553333333,7,9,7,0.15
383000,340870,2,0.28,2,0,0,2150,2014,1,-10,10,-8,10,-6,5,-4,8,-2,0,-0.806666667,6,7,1,0.205
383000,329380,2,0.23,2,0,0,2260,2010,2,-10,3,-8,0,-6,2,-4,5,-2,8,-0.26,10,6,1,0.216
383150,329509,3,0.391,1,0,0,2310,2003,1,-10,8,-8,1,-6,3,-4,10,-2,2,-0.5,2,7,7,0.221
383610,364429.5,2,0.295,1,0,0,1330,1989,5,-10,2,-8,4,-6,9,-4,7,-2,2,-0.46,3,7,1,0.123
383900,310959,3,0.336,1,0,0,1150,1965,2,-10,3,-8,4,-6,10,-4,1,-2,3,-0.44,9,1,7,0.105
383960,307168,3,0.304,2,0,0,2800,2001,3,-10,6,-8,6,-6,8,-4,6,-2,7,-0.646666667,5,5,3,0.27
384000,311040,2,0.28,1,0,0,1150,1955,4,-10,1,-8,7,-6,2,-4,4,-2,7,-0.36,5,7,3,0.105
384000,322560,2,0.216,2,0,0,1400,1998,4,-10,6,-8,8,-6,1,-4,8,-2,3,-0.56,9,10,6,0.13
384000,345600,2,0.231,2,0,0,3320,1999,4,-10,5,-8,9,-6,2,-4,4,-2,8,-0.553333333,5,3,8,0.322
384000,322560,2,0.295,1,0,0,1300,1987,3,-10,10,-8,0,-6,5,-4,3,-2,4,-0.5,9,3,2,0.12
384000,353280,2,0.285,2,0,0,1800,2003,5,-10,10,-8,1,-6,3,-4,8,-2,0,-0.526666667,10,5,6,0.17
384000,318720,2,0.224,2,0,0,1240,2011,1,-10,2,-8,4,-6,7,-4,8,-2,2,-0.433333333,6,10,8,0.114
384000,372480,3,0.315,3,0,0,980,2009,5,-10,6,-8,5,-6,1,-4,4,-2,3,-0.426666667,8,10,4,0.088
384200,349622,2,0.229,2,0,0,2530,1986,2,-10,4,-8,4,-6,7,-4,8,-2,3,-0.506666667,8,8,4,0.243
384210,322736.4,2,0.225,2,0,0,1910,2014,3,-10,7,-8,7,-6,7,-4,3,-2,2,-0.613333333,3,7,2,0.181
384400,361336,2,0.243,3,0,0,1789,2008,4,-10,1,-8,9,-6,0,-4,4,-2,0,-0.326666667,2,7,3,0.1689
384440,326774,3,0.321,2,0,0,2129,2014,1,-10,8,-8,4,-6,7,-4,0,-2,9,-0.573333333,4,9,7,0.2029
384500,369120,2,0.246,1,0,0,1230,2012,6,-10,0,-8,9,-6,7,-4,5,-2,4,-0.473333333,4,8,4,0.113
384500,326825,3,0.347,2,0,0,1700,2005,4,-10,8,-8,9,-6,0,-4,10,-2,7,-0.686666667,5,5,4,0.16
384900,361806,2,0.281,1,0,0,1850,1968,5,-10,3,-8,2,-6,5,-4,4,-2,3,-0.326666667,2,9,9,0.175
384950,373401.5,3,0.357,2,0,0,1960,2000,6,-10,1,-8,7,-6,2,-4,3,-2,3,-0.32,4,10,1,0.186
384950,361853,3,0.361,1,0,0,1640,1979,3,-10,9,-8,4,-6,1,-4,3,-2,5,-0.5,1,8,2,0.154
384950,315659,3,0.322,2,0,0,2480,2006,1,-10,3,-8,8,-6,5,-4,0,-2,9,-0.473333333,3,1,3,0.238
385000,377300,3,0.359,1,0,0,960,2017,5,-10,4,-8,1,-6,1,-4,4,-2,4,-0.26,6,4,8,0.086
385000,315700,2,0.239,1,0,0,1320,1971,3,-10,2,-8,6,-6,2,-4,8,-2,9,-0.433333333,7,6,5,0.122
385000,369600,3,0.342,1,0,0,1450,1969,5,-10,5,-8,5,-6,3,-4,0,-2,0,-0.36,8,10,4,0.135
385000,311850,3,0.376,1,0,0,1280,1955,2,-10,5,-8,0,-6,1,-4,1,-2,7,-0.246666667,3,8,6,0.118
385000,361900,2,0.263,1,0,0,1480,1954,3,-10,3,-8,10,-6,8,-4,0,-2,1,-0.533333333,10,7,8,0.138
385000,346500,3,0.304,1,0,0,1300,1968,6,-10,0,-8,6,-6,6,-4,5,-2,7,-0.393333333,4,2,5,0.12
385000,319550,3,0.33,1,0,0,1110,1982,1,-10,9,-8,0,-6,2,-4,0,-2,5,-0.373333333,2,8,2,0.101
385000,323400,3,0.369,1,0,0,1950,1969,6,-10,8,-8,7,-6,6,-4,1,-2,2,-0.6,9,5,3,0.185
385000,373450,2,0.259,1,0,0,1030,1992,3,-10,9,-8,9,-6,5,-4,0,-2,7,-0.686666667,8,8,6,0.093
385000,358050,2,0.213,1,0,0,910,1988,1,-10,5,-8,5,-6,4,-4,6,-2,3,-0.48,1,6,5,0.081
385000,350350,3,0.326,1,0,0,1400,1968,3,-10,3,-8,10,-6,8,-4,9,-2,10,-0.713333333,6,8,9,0.13
385000,319550,2,0.21,1,0,0,1770,1980,4,-10,9,-8,6,-6,0,-4,6,-2,3,-0.56,8,8,1,0.167
385000,315700,3,0.318,2,0,0,1360,1998,3,-10,5,-8,7,-6,2,-4,7,-2,8,-0.54,1,1,7,0.126
385000,365750,3,0.352,1,0,0,1170,1971,4,-10,6,-8,8,-6,8,-4,2,-2,9,-0.66,9,3,7,0.107
385000,373450,2,0.257,2,0,0,2180,2018,5,-10,3,-8,8,-6,3,-4,4,-2,2,-0.44,7,3,5,0.208
385000,361900,2,0.26,2,0,0,1850,1961,4,-10,4,-8,8,-6,0,-4,10,-2,0,-0.48,10,10,8,0.175
385000,354200,3,0.396,3,0,0,1420,1995,3,-10,10,-8,10,-6,0,-4,5,-2,10,-0.733333333,8,2,5,0.132
385000,311850,3,0.324,1,0,0,1450,1994,6,-10,10,-8,3,-6,8,-4,10,-2,9,-0.766666667,8,4,10,0.135
385000,354200,3,0.316,1,0,0,1040,1981,6,-10,1,-8,1,-6,1,-4,9,-2,7,-0.246666667,6,1,6,0.094
385000,342650,3,0.373,1,0,2,1290,1963,3,-10,6,-8,3,-6,5,-4,9,-2,0,-0.5,4,1,7,0.119
385000,350350,2,0.258,2,0,0,1720,1994,2,-10,8,-8,0,-6,3,-4,2,-2,2,-0.366666667,4,3,1,0.162
385000,334950,3,0.302,1,0,0,970,1984,4,-10,6,-8,8,-6,0,-4,1,-2,3,-0.446666667,5,1,10,0.087
385000,354200,4,0.4,1,0,0,1710,1970,6,-10,8,-8,10,-6,5,-4,4,-2,3,-0.706666667,4,8,9,0.161
385000,319550,2,0.217,1,0,1,2460,1979,3,-10,10,-8,1,-6,0,-4,8,-2,3,-0.486666667,1,5,3,0.236
385000,365750,2,0.264,2,0,0,1200,2000,4,-10,3,-8,9,-6,2,-4,5,-2,9,-0.506666667,1,8,6,0.11
385000,365750,3,0.397,1,0,0,1100,1980,6,-10,9,-8,2,-6,7,-4,7,-2,4,-0.613333333,4,9,3,0.1
385000,323400,2,0.279,1,0,0,720,1954,2,-10,10,-8,8,-6,8,-4,3,-2,6,-0.786666667,5,2,10,0.062
385000,350350,3,0.361,1,0,0,880,2014,5,-10,8,-8,3,-6,0,-4,6,-2,3,-0.446666667,1,7,6,0.078
385000,315700,2,0.267,1,0,0,1330,1987,3,-10,9,-8,7,-6,6,-4,8,-2,9,-0.773333333,5,10,9,0.123
385000,361900,3,0.327,2,0,0,2120,1950,2,-10,0,-8,5,-6,0,-4,0,-2,3,-0.153333333,4,3,6,0.202
385000,327250,3,0.372,2,0,0,1660,1999,6,-10,9,-8,8,-6,10,-4,3,-2,8,-0.806666667,7,4,9,0.156
385000,369600,2,0.246,1,0,0,1590,1959,1,-10,3,-8,10,-6,7,-4,9,-2,4,-0.653333333,7,8,6,0.149
385000,365750,2,0.269,1,0,0,1580,1962,2,-10,4,-8,4,-6,9,-4,0,-2,3,-0.44,8,4,7,0.148
385000,369600,2,0.29,1,0,0,1330,2014,5,-10,3,-8,1,-6,8,-4,6,-2,6,-0.406666667,6,4,8,0.123
385000,327250,2,0.278,1,0,0,960,1971,3,-10,1,-8,0,-6,6,-4,1,-2,1,-0.173333333,3,2,10,0.086
385000,373450,3,0.37,1,0,0,1300,1978,3,-10,10,-8,10,-6,6,-4,1,-2,3,-0.753333333,5,6,6,0.12
385000,350350,3,0.384,1,0,0,1350,1956,1,-10,3,-8,8,-6,9,-4,1,-2,10,-0.573333333,8,10,3,0.125
385000,346500,3,0.391,1,0,0,1230,1988,6,-10,10,-8,1,-6,8,-4,2,-2,5,-0.58,6,10,5,0.113
385000,365750,2,0.235,1,0,0,1730,1978,2,-10,6,-8,4,-6,8,-4,0,-2,2,-0.48,7,9,4,0.163
385000,319550,2,0.211,1,0,0,980,1950,6,-10,7,-8,1,-6,5,-4,0,-2,2,-0.373333333,8,6,1,0.088
385000,361900,2,0.283,1,0,0,1030,2011,4,-10,3,-8,5,-6,8,-4,6,-2,2,-0.486666667,10,6,6,0.093
385000,358050,3,0.315,1,0,0,880,2014,5,-10,1,-8,1,-6,9,-4,2,-2,1,-0.273333333,9,4,3,0.078
385000,338800,2,0.233,1,0,0,1320,1950,2,-10,8,-8,8,-6,3,-4,10,-2,0,-0.673333333,8,7,2,0.122
385000,373450,3,0.355,1,0,0,1350,1970,2,-10,4,-8,3,-6,9,-4,10,-2,8,-0.58,3,5,3,0.125
385000,319550,3,0.348,2,0,0,2220,1978,4,-10,6,-8,10,-6,4,-4,10,-2,8,-0.733333333,4,3,4,0.212
385000,334950,2,0.287,1,0,0,1440,1960,1,-10,4,-8,4,-6,6,-4,6,-2,8,-0.493333333,7,4,1,0.134
385000,369600,2,0.247,1,0,0,1430,1994,1,-10,2,-8,2,-6,10,-4,3,-2,5,-0.393333333,8,9,7,0.133
385000,369600,2,0.224,2,0,0,2210,1975,6,-10,2,-8,6,-6,1,-4,5,-2,8,-0.366666667,9,6,1,0.211
385000,373450,2,0.254,1,0,0,1450,1969,3,-10,1,-8,1,-6,9,-4,10,-2,8,-0.426666667,10,4,2,0.135
385000,350350,3,0.356,2,0,0,2353,1957,3,-10,0,-8,6,-6,4,-4,3,-2,5,-0.313333333,3,3,1,0.2253
385000,365750,2,0.244,1,0,0,1250,1963,6,-10,9,-8,3,-6,7,-4,0,-2,4,-0.546666667,3,2,5,0.115
385000,350350,3,0.397,1,1,2,840,2013,1,-10,3,-8,9,-6,8,-4,6,-2,7,-0.626666667,1,3,8,0.074
385000,354200,3,0.325,1,0,0,870,2016,5,-10,1,-8,5,-6,7,-4,9,-2,6,-0.466666667,8,4,2,0.077
385000,334950,2,0.287,2,0,0,1690,2000,4,-10,1,-8,4,-6,3,-4,10,-2,10,-0.4,10,2,1,0.159
385000,361900,2,0.238,1,0,0,1570,1950,2,-10,2,-8,5,-6,9,-4,6,-2,4,-0.486666667,8,5,2,0.147
385000,373450,2,0.255,1,0,0,1360,1969,1,-10,9,-8,1,-6,1,-4,0,-2,2,-0.36,6,5,2,0.126
385000,315700,3,0.336,1,0,0,1230,1963,3,-10,10,-8,1,-6,4,-4,2,-2,1,-0.473333333,7,6,10,0.113
385000,342650,2,0.21,1,0,0,1110,1981,1,-10,6,-8,6,-6,6,-4,0,-2,9,-0.54,3,6,1,0.101
385000,365750,3,0.387,1,0,0,1640,1977,2,-10,10,-8,8,-6,7,-4,10,-2,9,-0.88,8,5,9,0.154
385000,327250,3,0.322,3,0,0,1730,2007,2,-10,7,-8,9,-6,2,-4,5,-2,9,-0.64,9,6,9,0.163
385000,361900,3,0.336,1,0,0,1300,1954,3,-10,3,-8,3,-6,5,-4,6,-2,4,-0.386666667,6,5,10,0.12
385000,373450,2,0.232,1,0,0,930,1994,1,-10,2,-8,6,-6,9,-4,4,-2,3,-0.48,5,4,7,0.083
385000,331100,2,0.257,2,0,0,2330,2004,3,-10,9,-8,0,-6,3,-4,1,-2,1,-0.38,4,2,2,0.223
385000,361900,3,0.308,1,0,0,720,1975,1,-10,0,-8,6,-6,2,-4,5,-2,2,-0.28,9,2,8,0.062
385000,319550,3,0.382,2,0,0,1900,1982,3,-10,4,-8,0,-6,7,-4,0,-2,1,-0.28,9,7,9,0.18
385000,354200,2,0.241,2,0,0,3060,2006,6,-10,8,-8,5,-6,6,-4,0,-2,4,-0.546666667,7,2,1,0.296
385000,334950,2,0.228,1,0,0,1440,1960,3,-10,9,-8,3,-6,7,-4,2,-2,1,-0.553333333,8,8,3,0.134
385000,373450,3,0.366,1,0,0,1380,1982,5,-10,5,-8,8,-6,7,-4,10,-2,10,-0.72,10,9,6,0.128
385000,365750,3,0.313,1,0,0,1160,1991,4,-10,4,-8,0,-6,4,-4,6,-2,0,-0.293333333,1,3,2,0.106
385000,334950,2,0.219,1,0,0,1310,1978,5,-10,7,-8,9,-6,2,-4,2,-2,3,-0.56,5,4,7,0.121
385000,369600,2,0.277,1,0,0,1430,1969,1,-10,9,-8,0,-6,10,-4,8,-2,9,-0.666666667,7,7,7,0.133
385000,377300,2,0.207,2,0,0,2800,1984,3,-10,6,-8,7,-6,8,-4,3,-2,8,-0.64,3,7,5,0.27
385000,358050,2,0.279,1,1,3,1380,1954,3,-10,5,-8,9,-6,8,-4,2,-2,1,-0.6,1,2,10,0.128
385000,308000,3,0.353,1,0,0,930,1998,6,-10,4,-8,7,-6,3,-4,0,-2,6,-0.42,4,7,4,0.083
385000,361900,2,0.29,1,0,0,760,1976,3,-10,4,-8,2,-6,4,-4,10,-2,10,-0.466666667,2,9,2,0.066
385000,308000,2,0.245,1,0,0,1470,1960,6,-10,8,-8,0,-6,2,-4,2,-2,10,-0.4,8,1,8,0.137
385000,315700,2,0.246,1,0,0,2440,2009,4,-10,3,-8,1,-6,4,-4,4,-2,2,-0.273333333,10,7,2,0.234
385000,334950,2,0.299,2,0,0,1200,2006,4,-10,9,-8,9,-6,10,-4,10,-2,0,-0.873333333,8,8,7,0.11
385000,315700,3,0.307,2,0,0,2660,2007,3,-10,1,-8,1,-6,5,-4,4,-2,0,-0.213333333,8,7,4,0.56
385000,338800,2,0.265,2,0,0,1140,2008,4,-10,2,-8,3,-6,3,-4,4,-2,0,-0.26,1,6,10,0.104
385000,338800,3,0.365,2,0,0,2730,2010,5,-10,9,-8,3,-6,9,-4,9,-2,5,-0.713333333,9,9,7,0.263
385000,331100,3,0.377,2,0,0,1840,2010,3,-10,0,-8,10,-6,1,-4,8,-2,8,-0.446666667,6,1,1,0.174
385000,350350,3,0.352,3,0,0,1460,2008,4,-10,0,-8,3,-6,4,-4,10,-2,2,-0.306666667,1,2,9,0.136
385000,338800,2,0.224,2,0,0,2150,2006,1,-10,7,-8,1,-6,8,-4,7,-2,2,-0.526666667,3,6,1,0.205
385000,331100,3,0.351,3,0,0,1730,2008,3,-10,4,-8,3,-6,2,-4,6,-2,9,-0.393333333,1,10,5,0.163
385000,334950,2,0.205,3,0,0,1620,2006,5,-10,1,-8,8,-6,2,-4,4,-2,3,-0.36,4,10,3,0.152
385100,338888,3,0.392,1,0,0,1160,2019,6,-10,6,-8,9,-6,5,-4,5,-2,1,-0.613333333,4,10,9,0.106
385200,358236,2,0.299,2,0,0,1650,1954,4,-10,9,-8,2,-6,1,-4,4,-2,9,-0.486666667,9,5,10,0.155
385200,319716,3,0.316,2,0,0,810,2015,4,-10,8,-8,0,-6,9,-4,4,-2,1,-0.506666667,9,7,8,0.071
385500,354660,3,0.398,1,0,0,1220,1961,4,-10,5,-8,10,-6,8,-4,1,-2,8,-0.66,8,6,2,0.112
386000,320380,3,0.306,2,0,0,1720,2008,3,-10,4,-8,5,-6,10,-4,8,-2,2,-0.586666667,5,3,3,0.162
386000,316520,2,0.252,2,0,2,1870,1965,1,-10,1,-8,3,-6,3,-4,7,-2,5,-0.3,5,7,5,0.177
386000,335820,2,0.228,2,0,0,2840,1990,3,-10,1,-8,1,-6,1,-4,7,-2,8,-0.226666667,9,10,8,0.274
386000,320380,2,0.276,1,0,0,1430,1980,6,-10,1,-8,9,-6,1,-4,0,-2,5,-0.326666667,4,7,4,0.133
386000,312660,2,0.275,1,0,0,1430,1969,2,-10,6,-8,5,-6,10,-4,1,-2,9,-0.606666667,2,8,10,0.133
386000,331960,3,0.35,2,0,0,1180,2004,6,-10,8,-8,8,-6,10,-4,6,-2,5,-0.793333333,5,10,9,0.108
386000,351260,2,0.22,1,0,0,1710,1979,4,-10,4,-8,6,-6,7,-4,8,-2,4,-0.566666667,8,8,7,0.161
386000,320380,2,0.258,1,0,0,2220,1991,1,-10,9,-8,8,-6,9,-4,3,-2,2,-0.746666667,6,4,8,0.212
386000,374420,2,0.212,2,0,0,2910,2003,5,-10,6,-8,3,-6,4,-4,10,-2,4,-0.52,4,1,3,0.281
386000,308800,3,0.312,2,0,0,2578,2012,3,-10,5,-8,1,-6,9,-4,5,-2,6,-0.48,2,10,7,0.2478
386100,378378,2,0.215,1,0,0,1370,1972,4,-10,3,-8,0,-6,3,-4,0,-2,1,-0.166666667,10,5,5,0.127
386180,363009.2,2,0.289,2,0,0,1060,2005,5,-10,1,-8,0,-6,4,-4,9,-2,6,-0.273333333,9,2,5,0.096
386380,328423,3,0.319,2,0,0,1820,2010,4,-10,7,-8,7,-6,8,-4,8,-2,7,-0.733333333,7,10,5,0.172
386500,343985,2,0.247,1,0,0,1240,1972,5,-10,1,-8,4,-6,2,-4,8,-2,10,-0.353333333,3,1,3,0.114
386500,320795,3,0.391,2,0,0,3210,2002,6,-10,8,-8,9,-6,3,-4,3,-2,8,-0.66,1,6,1,0.311
386500,371040,3,0.334,1,0,0,800,1971,6,-10,5,-8,5,-6,7,-4,7,-2,6,-0.573333333,2,5,8,0.07
386500,320795,2,0.267,1,0,0,950,1984,6,-10,6,-8,1,-6,10,-4,6,-2,6,-0.546666667,7,7,4,0.085
386500,371040,2,0.287,2,0,0,2050,1963,2,-10,4,-8,7,-6,3,-4,2,-2,0,-0.406666667,4,1,4,0.195
386590,309272,4,0.4,2,0,0,1250,2014,5,-10,3,-8,0,-6,1,-4,9,-2,8,-0.293333333,9,7,2,0.115
386900,359817,3,0.376,1,0,0,1060,1963,5,-10,0,-8,0,-6,8,-4,8,-2,4,-0.293333333,7,4,9,0.096
386950,359863.5,3,0.355,2,0,0,1000,2009,1,-10,2,-8,10,-6,4,-4,6,-2,0,-0.493333333,5,1,3,0.09
387000,348300,2,0.299,1,0,0,1350,1973,4,-10,9,-8,10,-6,10,-4,5,-2,7,-0.88,5,5,2,0.125
387000,375390,2,0.279,1,0,0,1440,1972,5,-10,9,-8,6,-6,6,-4,6,-2,7,-0.706666667,1,10,2,0.134
387000,321210,2,0.27,2,0,0,1860,1984,6,-10,9,-8,1,-6,4,-4,0,-2,9,-0.466666667,3,2,8,0.176
387000,313470,3,0.377,2,0,0,1720,1990,5,-10,10,-8,1,-6,2,-4,1,-2,1,-0.42,10,9,8,0.162
387000,325080,3,0.31,1,0,0,1310,1968,3,-10,7,-8,0,-6,5,-4,6,-2,9,-0.473333333,3,3,1,0.121
387000,328950,3,0.353,2,0,0,1060,2012,4,-10,2,-8,5,-6,8,-4,8,-2,3,-0.486666667,6,10,1,0.096
387000,340560,3,0.372,2,0,0,1400,2003,3,-10,5,-8,2,-6,0,-4,6,-2,9,-0.36,3,9,3,0.13
387000,328950,3,0.305,2,0,0,1270,2001,6,-10,8,-8,10,-6,10,-4,4,-2,2,-0.8,6,10,2,0.117
387000,379260,3,0.331,1,0,0,1330,1962,1,-10,9,-8,5,-6,7,-4,2,-2,7,-0.646666667,2,9,3,0.123
387000,352170,2,0.239,1,0,0,1310,1962,6,-10,1,-8,6,-6,4,-4,4,-2,10,-0.393333333,5,1,2,0.121
387000,332820,2,0.24,3,0,0,1110,1999,3,-10,0,-8,2,-6,5,-4,2,-2,4,-0.206666667,7,2,4,0.101
387500,379750,2,0.215,1,0,0,1320,2016,4,-10,3,-8,4,-6,8,-4,6,-2,3,-0.466666667,9,4,3,0.122
387500,368125,2,0.277,1,0,0,970,2008,4,-10,6,-8,10,-6,1,-4,5,-2,1,-0.56,2,9,10,0.087
387500,364250,2,0.202,1,0,0,1300,2002,6,-10,1,-8,1,-6,9,-4,4,-2,6,-0.333333333,6,9,4,0.12
387500,368125,2,0.287,1,0,0,1660,1953,4,-10,8,-8,7,-6,1,-4,1,-2,5,-0.52,7,4,6,0.156
387500,364250,2,0.207,2,0,0,1420,1999,4,-10,1,-8,9,-6,10,-4,9,-2,4,-0.62,8,4,7,0.132
387500,325500,2,0.268,2,0,0,3290,1979,2,-10,9,-8,4,-6,5,-4,2,-2,10,-0.6,6,6,5,0.319
387500,375875,3,0.399,1,0,0,1350,1957,2,-10,2,-8,7,-6,0,-4,0,-2,4,-0.28,3,10,9,0.125
387500,364250,2,0.286,2,0,0,1470,2012,5,-10,0,-8,8,-6,2,-4,10,-2,8,-0.44,1,7,4,0.137
387500,325500,2,0.292,3,0,0,1960,2001,2,-10,9,-8,10,-6,10,-4,2,-2,2,-0.806666667,1,3,1,0.186
387850,314158.5,2,0.201,1,0,0,2140,1954,6,-10,6,-8,8,-6,10,-4,4,-2,2,-0.68,2,1,3,0.204
387870,345204.3,2,0.274,2,0,0,2470,2014,6,-10,2,-8,6,-6,1,-4,9,-2,5,-0.4,3,4,6,0.237
387990,318151.8,3,0.306,2,0,0,2740,2011,2,-10,4,-8,6,-6,0,-4,5,-2,4,-0.386666667,4,3,5,0.264
388000,360840,3,0.377,2,0,0,2660,2005,5,-10,5,-8,7,-6,10,-4,6,-2,8,-0.686666667,4,8,6,0.56
388000,341440,3,0.306,1,0,0,900,1992,1,-10,6,-8,10,-6,5,-4,10,-2,7,-0.746666667,7,7,9,0.08
388000,345320,2,0.257,3,0,0,1450,1999,1,-10,6,-8,4,-6,5,-4,5,-2,0,-0.473333333,5,6,6,0.135
388000,310400,2,0.201,1,0,0,1860,1962,2,-10,6,-8,1,-6,4,-4,1,-2,6,-0.36,7,6,5,0.176
388000,360840,2,0.291,2,0,0,2540,1993,3,-10,0,-8,4,-6,8,-4,8,-2,5,-0.406666667,1,3,4,0.244
388000,329800,2,0.258,2,0,0,1200,2006,4,-10,0,-8,8,-6,8,-4,10,-2,10,-0.573333333,8,10,6,0.11
388000,353080,3,0.311,2,0,0,2190,2014,5,-10,1,-8,7,-6,0,-4,3,-2,9,-0.32,5,2,4,0.209
388000,329800,2,0.245,2,1,2,2298,2010,3,-10,4,-8,8,-6,7,-4,5,-2,9,-0.613333333,10,9,9,0.2198
388500,372960,2,0.2,2,0,0,1990,2006,2,-10,8,-8,4,-6,5,-4,4,-2,0,-0.526666667,6,5,9,0.189
388500,369075,2,0.248,2,0,0,1150,2007,3,-10,6,-8,6,-6,0,-4,2,-2,3,-0.406666667,8,10,4,0.105
388500,361305,2,0.274,2,0,0,2818,2006,6,-10,10,-8,8,-6,4,-4,0,-2,3,-0.646666667,2,10,6,0.2718
388600,326424,3,0.383,2,0,0,2470,2014,2,-10,7,-8,5,-6,8,-4,7,-2,0,-0.62,6,7,6,0.237
389000,330650,3,0.372,2,0,0,2230,2001,2,-10,2,-8,2,-6,9,-4,9,-2,8,-0.473333333,2,6,2,0.213
389000,346210,2,0.238,1,0,0,1010,1952,2,-10,9,-8,4,-6,0,-4,0,-2,1,-0.413333333,8,9,3,0.091
389000,361770,2,0.262,1,0,0,1380,1968,1,-10,4,-8,0,-6,7,-4,3,-2,3,-0.333333333,1,10,5,0.128
389000,342320,3,0.383,2,0,0,1820,2005,4,-10,9,-8,10,-6,1,-4,4,-2,1,-0.646666667,3,5,5,0.172
389000,365660,2,0.222,1,0,0,1480,2017,5,-10,8,-8,1,-6,0,-4,4,-2,8,-0.4,7,8,9,0.138
389000,373440,2,0.208,1,0,0,950,1980,3,-10,8,-8,8,-6,3,-4,1,-2,1,-0.56,1,9,5,0.085
389000,361770,3,0.352,1,0,0,1440,2007,1,-10,8,-8,10,-6,3,-4,10,-2,0,-0.726666667,5,3,8,0.134
